1,205,47299,5.54,0,0,0.866425993,7.599277978,-1.426657736,1,4,0,-2,0.433347998,4
1,240,33269,4.764,0,0,-4.051217464,-2.321578505,4.369189907,-2,1,1,1,1.271230729,4
1,171,75746,11.157,0,0,0.533297481,-0.246930178,2.253054699,-3,2,1,5,1.864397259,4
1,168,81938,14.51,0,0,0.951068229,6.881461061,2.444138879,1,3,1,5,1.298811545,4
1,197,82436,11.873,0,0,0.779078582,1.491198518,3.98453226,0,2,1,7,3.238488044,4
1,189,76258,10.071,0,0,-0.014894251,6.695958693,-0.621483056,2,3,1,5,1.332388814,4
1,192,51925,10.056,0,0,1.034208433,3.217979316,-0.224438903,-2,2,1,5,1.274654832,4
1,217,48970,5.593,0,0,-0.098337207,6.777221527,1.513812155,2,4,0,0,1.525534701,4
1,164,41248,7.783,0,0,-0.404728254,1.857252987,6.486005501,0,2,1,2,2.960515841,4
1,163,82189,11.435,0,0,1.96327066,4.70266725,3.412358687,2,2,1,3,4.075194468,4
1,204,102684,14.077,0,0,0.976770619,3.263834624,5.746638358,0,2,1,6,2.654751526,4
1,192,54364,10.117,1,1,0.746268657,3.365128002,0.638561686,-1.182601037,2,1,5,1.640625,4
1,164,40860,7.905,1,1,-0.259329538,2.242251739,8.032263217,0.509433962,2,1,2,3.201099764,4
1,204,107404,14.254,1,1,0.912024695,3.317665217,4.650126671,0.6128943,2,1,5,2.720809996,4
1,171,79342,11.39,1,1,0.324846356,-0.083406497,3.665893271,-3.023577744,2,1,4,2.229466941,4
1,197,84391,11.946,1,1,0.669680228,1.817344718,4.983815391,0.161769561,2,1,5,3.572604713,4
1,163,80887,11.513,1,1,2.0020846,4.890558499,4.241018449,2.672266027,2,1,6,4.295894491,4
1,205,47396,5.564,1,1,0.988497484,7.933141625,-2.266784844,1.33017688,4,0,-1,0.532473212,4
1,217,53915,5.546,1,1,-0.234403173,7.863324919,2.480359147,2.758557232,4,0,0,1.836283186,4
1,168,95184,14.41,1,1,1.006245663,7.0055517,3.151278717,1.994470498,3,1,4,1.695741406,4
1,240,34705,4.834,1,1,-4.178733968,-2.256930079,4.134912461,-1.977687627,1,1,-1,1.808943089,4
1,189,80247,9.901,1,1,-0.005049995,7.331077669,-0.401785714,2.335214674,3,1,3,1.727005871,4
1,192,55044,10.203,2,4,0.612564932,3.592570813,1.222069654,-1.107819905,2,1,4,1.812291744,4
1,189,82966,9.901,2,4,0.025249975,7.987577012,12.8978796,2.479473736,3,1,5,1.842231842,4
1,240,35977,4.92,2,4,-4.227642276,-1.829268293,4.13354118,-1.380443714,1,1,-2,1.67693888,4
1,204,106642,14.428,2,4,0.85250901,3.37399501,4.922297587,0.914036997,2,1,6,2.799253984,4
1,163,83772,11.642,2,4,2.001374334,5.35732692,4.531731689,2.918146457,2,1,5,4.332075076,4
1,205,47157,5.6,2,4,0.803571429,8.428571429,-0.73786838,1.562889166,4,0,-1,0.895196507,4
1,164,43134,7.953,2,4,-0.069156293,2.477681378,8.535433071,0.576827449,2,1,2,3,4
1,217,52925,5.462,2,4,-0.238008056,8.74588063,3.520070578,2.688679245,4,0,0,1.8648885,4
1,168,95437,14.317,2,4,0.890549696,7.183418314,1.346458077,2.76119403,3,1,8,1.899244988,4
1,197,84706,12.1,2,4,0.446280992,1.966942149,5.45777592,0.025221202,2,1,5,3.603594299,4
1,171,79180,11.249,2,4,0.324473287,0.263578985,4.277489925,-2.95362011,2,1,5,2.351437337,4
1,192,54533,10.155,3,9,0.448055145,3.798621369,2.540635159,-1.263303114,2,1,3,2.057371993,4
1,240,35742,4.907,3,9,-4.310169146,-1.875891583,3.771186441,-0.827759197,1,1,-2,2.010201413,4
1,205,49415,5.634,3,9,0.72772453,9.014909478,-1.532524807,1.616314199,4,0,-1,0.890023908,4
1,204,109008,14.669,3,9,0.760106347,3.26982071,5.243538343,1.31497337,2,1,6,3.114478114,4
1,171,76906,11.304,3,9,0.256546355,0.277777778,3.89544688,-2.678339818,2,1,3,2.780244173,4
1,189,83500,10.086,3,9,-0.0594884,8.527662106,1.445210364,2.40937651,3,1,7,2.137825781,4
1,164,44761,8.022,3,9,0.049862877,2.701321366,8.106155779,0.625,2,1,2,3.225981686,4
1,163,85262,11.792,3,9,1.992876526,5.836160109,5.573770492,2.942723553,2,1,6,4.388306158,4
1,197,84809,12.092,3,9,0.30598743,1.804498842,8.056731583,0.005842096,2,1,3,3.609132803,4
1,217,55948,5.494,3,9,-0.327630142,9.190025482,2.768287341,2.607913669,4,0,1,1.880833514,4
1,168,102454,14.119,3,9,0.860542531,7.607833416,3.432305094,3.079055368,3,1,5,1.869961444,4
1,197,82899,11.967,4,16,0.129522855,2.230717807,10.47603868,-0.295103957,1,1,4,3.663314477,4
1,204,108792,14.895,4,16,0.493454179,3.187311178,5.06456241,1.431768085,2,1,5,3.20585301,4
1,192,54346,10.158,4,16,0.482378421,3.822602875,2.006496752,-0.924245413,2,1,3,2.161345988,4
1,217,53049,5.578,4,16,-0.358551452,9.41735389,3.069908815,2.656472262,4,0,1,2.115302186,4
1,164,44446,8.07,4,16,-0.210656753,2.930607187,8.23703473,1.252626375,2,1,2,3.375517717,4
1,163,87106,11.993,4,16,1.913616276,6.179021096,4.784974364,3.172740889,2,1,6,4.384013185,4
1,168,103875,13.818,4,16,0.644087422,8.100303951,5.085049239,3.675138767,2,1,6,1.943462898,4
1,171,79477,11.636,4,16,0.369542798,0.563767618,3.678985108,-2.519077497,1,1,3,3.063112078,4
1,189,87446,10.409,4,16,-0.043231819,9.065712364,0.199764982,2.721639657,3,1,5,2.156090783,4
1,240,35286,4.786,4,16,-4.617634768,-1.648558295,6.769025367,-0.393494229,1,1,-2,2.398630858,4
1,205,50533,5.64,4,16,0.585106383,10,-0.55652936,1.58692185,4,0,-1,0.823771379,4
2,239,14076,1.41,0,0,0.496453901,3.29787234,10.14652015,4,1,0,-3,2.615593835,4
2,212,53647,5.612,0,0,-0.605844619,-1.315039202,2.285257691,3,1,0,2,2.806983131,4
2,165,98036,9.403,0,0,1.270870999,5.695522706,5.757885328,5,1,1,3,2.392068273,4
2,173,86553,10.397,0,0,1.033952102,6.525440031,0.961995249,3,2,1,1,3.35481603,4
2,166,46399,5.521,0,0,-0.00905633,6.409165006,9.367319071,3,1,0,0,4.469442579,4
2,198,108380,7.669,0,0,0.841048377,5.002607902,5.003261579,2,2,0,1,2.868429539,4
2,210,119747,15.47,0,0,0.458952812,5.071105365,0.778200664,3,3,0,8,2.013339724,4
2,221,99374,11.328,0,0,0.09710452,1.922669492,5.681033523,1,2,1,6,3.062746819,4
